221C,Bedok Ctrl,463221,01 May 2010
55,New Upp Changi Rd,461055,01 Jul 1977
71,Bedok Sth Rd,460071,01 Jan 1978
57,New Upp Changi Rd,461057,01 Oct 1985
76,Bedok Nth Rd,460076,01 Jan 1978
46,Bedok Sth Ave 3,460046,01 Sep 1978
44,Bedok Sth Rd,460044,01 Sep 1977
51,New Upp Changi Rd,461051,01 Sep 1977
169,Bedok Sth Ave 3,460169,01 Mar 1985
54,New Upp Changi Rd,461054,01 Jul 1977
43,Bedok Sth Rd,460043,01 Sep 1977
52,New Upp Changi Rd,461052,01 Sep 1977
53,New Upp Changi Rd,461053,01 Sep 1977
72,Bedok Sth Ave 3,460072,01 Sep 1978
74,Bedok Nth Rd,460074,01 Jan 1978
75,Bedok Nth Rd,460075,01 Jan 1978
77,Bedok Nth Rd,460077,01 Apr 1986
170,Bedok Sth Rd,460170,01 Jan 1986
171,Bedok Sth Rd,460171,01 Nov 1985
172,Bedok Sth Rd,460172,01 Nov 1985
182,Bedok Nth Rd,460182,01 Feb 2006
183,Bedok Nth Rd,460183,01 Dec 2005
